1162, 6856991.8699187
1277, 4739130.43478261
1380, 6069590.90909091
1380, 6198818.18181818
1351, 8340652.89256198
1686, 6087968.25396825
1631, 6676156.25
1631, 7384937.5
1631, 6373956.52173913
1631, 8398145.72864322
1631, 7217796.875
1631, 6256434.7826087
1671, 9082806.4516129
1603, 5223592.59259259
1603, 8147548.91304348
1603, 5715134.14634146
1412, 4142466.66666667
1412, 5479347.82608696
1412, 7353398.4375
1830, 5265649.48453608
1830, 6473018.18181818
1533, 4781470.58823529
1533, 6201060.97560976
1533, 4697500.0
1763, 10555982.4561404
1763, 6782236.36363636
1846, 4446533.33333333
1846, 8187666.66666667
2019, 6349411.76470588
2019, 10086031.496063
2019, 9295730.96446701
2019, 9552526.31578947
2019, 6938349.20634921
1905, 5755761.9047619
1905, 4834172.4137931
1905, 6141921.34831461
1905, 8743728.81355932
1753, 6501492.75362319
1753, 7123333.33333333
2031, 7427702.7027027
2323, 10360418.0327869
2323, 7969983.05084746
2244, 7838173.46938775
2244, 8567263.68159204
1743, 5419666.66666667
1743, 5422117.64705882
1786, 7800000.0
1786, 4172823.52941176
1903, 5406266.66666667
1903, 6047857.14285714
2369, 6550303.92156863
2065, 8210345.13274336
2065, 6234538.46153846
2065, 5437724.13793103
2065, 6017772.72727273
2065, 6425862.06896552
2128, 6418642.85714286
2128, 11558335.6973995
2128, 8739122.27074236
2128, 6383216.21621622
2128, 9868576.19047619
2128, 43658560.3112841
2128, 9367747.61904762
2128, 10100104.5454545
2128, 5987611.11111111
2023, 7380857.14285714
2023, 7987647.61904762
2210, 6523200.0
2210, 5899600.0
2210, 7467440.47619048
2210, 5856333.33333333
2210, 9984797.2027972
2210, 6707927.41935484
2210, 8398515.625
2552, 7450083.33333333
2149, 4439666.66666667
2149, 6394333.33333333
2149, 4616034.48275862
2149, 6078738.0952381
2025, 4990142.85714286
2025, 6285928.57142857
2025, 7203166.66666667
2605, 4964333.33333333
2605, 5431800.0
2605, 6379294.11764706
2605, 6067058.82352941
2605, 5431058.82352941
2572, 6625875.0
2572, 7416818.18181818
2572, 8040890.10989011
2572, 9234248.84792627
2572, 7902488.88888889
2572, 6234120.0
2572, 7122382.35294118
2572, 7005500.0
2572, 7200357.14285714
2572, 5341250.0
2572, 6344173.91304348
2572, 6812450.0
2572, 12420273.6156352
2341, 4786321.42857143
2341, 9048912.28070175
2341, 7707338.98305085
2341, 8127033.89830508
2341, 7851728.81355932
2341, 9092814.51612903
2838, 6852040.0
2838, 9313222.22222222
2838, 7658166.66666667
2838, 7319644.44444444
2838, 7314000.0
2838, 8378345.79439252
2429, 6884724.13793103
2429, 6840352.27272727
2429, 6709178.94736842
2429, 5377633.33333333
2429, 6022421.05263158
2429, 9153163.93442623
2429, 6254700.0
2429, 6329657.89473684
2479, 6080400.0
2479, 8002984.61538462
2560, 11647106.7961165
2560, 7085555.55555556
2941, 6770066.66666667
2941, 7094879.12087912
2941, 6979960.0
2941, 10094197.3684211
2941, 6102857.14285714
2941, 6507899.2248062
2941, 4811428.57142857
2941, 7644408.16326531
2414, 9678770.1863354
2414, 8529000.0
2523, 9478642.10526316
2523, 7078896.55172414
2523, 10145912.7906977
2523, 7340307.69230769
2523, 6174047.61904762
2598, 6450166.66666667
2598, 9075682.24299065
2641, 14267711.8644068
2641, 6587468.75
2641, 11640649.6350365
2641, 14661586.7768595
2641, 7375200.0
2641, 8823826.08695652
2641, 8356560.0
2806, 8838521.00840336
2806, 8163888.88888889
2806, 7290900.0
2806, 7561833.33333333
2806, 9190700.0
2806, 6749770.83333333
2806, 9069500.0
2806, 6135833.33333333
2806, 8812900.0
2806, 5965454.54545455
2870, 8391060.60606061
2870, 5817800.0
2870, 10636971.8309859
2779, 7742930.23255814
2779, 7737500.0
2779, 9085773.33333333
2820, 4773428.57142857
2820, 4781000.0
2820, 5405428.57142857
2820, 8040800.0
2820, 5449444.44444444
2530, 6187357.14285714
2530, 7128447.36842105
2530, 8183528.0
2530, 6399939.39393939
2530, 7531956.52173913
3219, 7334972.22222222
3219, 7334000.0
3219, 8085937.5
3219, 8776076.92307692
3219, 11265977.0114943
3219, 9910600.0
3219, 13645753.8461538
3219, 9266444.44444444
3219, 8151391.30434783
3219, 8683500.0
2416, 6978896.55172414
2416, 8945617.64705882
2416, 5821764.70588235
2416, 5350266.66666667
2416, 9596270.27027027
2416, 7702000.0
2416, 7385989.69072165
2416, 7864628.86597938
2416, 4890555.55555556
3070, 8672111.11111111
3070, 5314500.0
3061, 6312529.41176471
3061, 7257571.42857143
3061, 6734866.66666667
3061, 6589388.88888889
3061, 11964921.875
3061, 9605038.46153846
2908, 5780500.0
2908, 8527446.60194175
2908, 6421750.0
2908, 10615366.9724771
2908, 6441133.33333333
2908, 8754009.17431193
2908, 11251020.0
2908, 5329333.33333333
2898, 7589283.95061728
2898, 7992631.57894737
2898, 7392294.11764706
2898, 9847452.05479452
2898, 10545755.6561086
2898, 6321571.42857143
2898, 9662370.86092715
2898, 7741446.42857143
3787, 6421357.14285714
3787, 7312571.42857143
3787, 6462125.0
3787, 10616341.0852713
3787, 6916400.0
3386, 7699545.45454545
3386, 6711318.18181818
3386, 12411827.7511962
3386, 11801420.4946996
3386, 11994976.744186
3386, 11606485.8156028
3386, 11664953.4883721
3386, 10804722.972973
3386, 6848880.0
3386, 6171320.0
3302, 5831032.25806452
3302, 5028666.66666667
3302, 6790864.58333333
3302, 7070066.66666667
3302, 4736529.41176471
3302, 8733626.1682243
3241, 8508506.75675676
3241, 6538937.5
3241, 7543151.1627907
